INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('20', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('21', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('22', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('23', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('24', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('25', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('26', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('27', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('28', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('29', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('30', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('31', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('32', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('33', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('34', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('35', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('36', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('37', '125', '3', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '1', '-490.25', '-587.63', '-202.5', '152.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '163', '-168.13', '-76.5', '-168.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '164', '-179.13', '-77.38', '-168.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '165', '-190.25', '-78.13', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '166', '-201.25', '-85.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '167', '-209.88', '-92.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '168', '-210.38', '-108', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '169', '-210', '-119.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '170', '-204.63', '-131.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '171', '-199.63', '-141.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '172', '-191.88', '-152.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '173', '-185.63', '-161.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '174', '-179.88', '-171.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '175', '-177.25', '-181.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '176', '-174.88', '-192.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '177', '-172.88', '-200.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '178', '-168.88', '-210.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '179', '-165.5', '-221', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '180', '-165.88', '-232', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '181', '-166.5', '-242.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '182', '-172.5', '-260.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '183', '-177.5', '-270.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '184', '-188.88', '-292.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '185', '-193.88', '-302', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '186', '-200.38', '-314', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '187', '-212.88', '-318.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '188', '-223.88', '-321.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '189', '-237', '-325.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '190', '-247.5', '-328.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '191', '-258.25', '-331', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '192', '-269.13', '-332.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '193', '-280', '-333.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '194', '-293.5', '-334.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '195', '-315.5', '-336.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '196', '-329', '-337.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '197', '-351', '-339.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '198', '-576.5', '-637.38', '-176.4', '131', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '199', '-456.88', '-508.25', '-206.5', '11.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '200', '-459.88', '-531', '-208.4', '11.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '201', '-375.13', '-396.13', '-175.8', '102', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '202', '-355', '-339.75', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '203', '-342.63', '-338.13', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '204', '-331.38', '-337.13', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '205', '-282.25', '-332.88', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '206', '-271.25', '-332', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '207', '-260.13', '-331.13', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '208', '-246.88', '-327.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '209', '-202.63', '-314.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '210', '-197', '-304.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '211', '-184.88', '-282.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '212', '-174', '-263.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '213', '-168', '-251.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '214', '-166.63', '-240.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '215', '-165.5', '-230', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '216', '-169.13', '-211.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '217', '-172.88', '-201.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '218', '-176', '-187.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '219', '-178.38', '-177', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '220', '-180.63', '-169.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '221', '-186.75', '-160.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '222', '-193.13', '-151.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '223', '-199.13', '-142.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '224', '-204', '-132.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '225', '-208.88', '-122.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '226', '-211.13', '-109.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '227', '-212.5', '-98.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '228', '-203.25', '-86.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '229', '-194.88', '-79.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '230', '-184.38', '-77.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '231', '-173.25', '-76.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '232', '-165.75', '-75.88', '-164.3', '121.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '233', '-178.25', '-77.13', '-166.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '234', '-189.63', '-78.13', '-168.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '235', '-199.13', '-82.88', '-168.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '236', '-210.5', '-97.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '237', '-210.25', '-107.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '238', '-210', '-119', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '239', '-204.5', '-131.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '240', '-199.5', '-141.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '241', '-192', '-152.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '242', '-185.75', '-161.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '243', '-180.13', '-170.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '244', '-177.5', '-181.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '245', '-175.13', '-191.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '246', '-173', '-200', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '247', '-168.88', '-210.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '248', '-164.88', '-220.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '249', '-165.38', '-234', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '250', '-166.38', '-245', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '251', '-172.88', '-262.63', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '252', '-178', '-272.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '253', '-189.63', '-294.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '254', '-194.75', '-303.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '255', '-202.25', '-314.75', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '256', '-212.5', '-318.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '257', '-223', '-321.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '258', '-236.13', '-325', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '259', '-246.88', '-328.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '260', '-258', '-330.88', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '261', '-269', '-332', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '262', '-280.13', '-333.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '263', '-293.63', '-334.38', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '264', '-315.75', '-336.25', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '265', '-329.38', '-337.5', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '266', '-351.25', '-339.13', '-168', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '267', '-594.75', '-639.63', '-165.1', '118.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '1', '7.5', '-522.25', '-109.63', '129.375', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '2', '7.5', '-414.25', '-109.8', '1', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '3', '7', '-391', '-109.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '4', '-0.13', '-376.5', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '5', '-6.13', '-367.5', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '6', '-7', '-354', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '7', '-7.13', '-340.25', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '8', '-7.13', '-329.5', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '9', '-7', '-319.75', '-105.9', '0.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '10', '-6.75', '-307.38', '-108.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '11', '-6.38', '-296.5', '-110.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '12', '-6.25', '-305.63', '-110.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '13', '-6.25', '-316.63', '-110.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '14', '-6.5', '-341.5', '-109.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '15', '-6.75', '-355.5', '-109.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '16', '-7', '-366.38', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '17', '3.5', '-381.88', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '18', '7.5', '-478.38', '-109.8', '1.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '19', '7', '-386.25', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '20', '-0.38', '-375.25', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '21', '-6.88', '-366.38', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '22', '-7', '-351', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '23', '-7', '-339.75', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '24', '-6.63', '-315.38', '-109.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '25', '-6.5', '-304.5', '-110', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '26', '-6.25', '-293.13', '-110.1', '2.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '27', '-6.25', '-278.25', '-110.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '28', '-6.25', '-249.25', '-106.4', '0.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '29', '-6.13', '-261.5', '-109.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '30', '-6.13', '-286.13', '-110.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '31', '-6.13', '-307.88', '-110.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '32', '-6.25', '-321.5', '-110.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '33', '-6.5', '-343.88', '-109.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '34', '-6.75', '-357.5', '-109.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '35', '-3', '-372.38', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '36', '7.13', '-388.38', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '37', '7.5', '-414.25', '-109.8', '1.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '38', '7', '-390.75', '-109.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '39', '0', '-376.88', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '40', '-6', '-367.63', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '41', '-6.75', '-351.5', '-109.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('21', '125', '42', '-6.75', '-327', '-109.63', '-1', '0');
